"away_score","away_team","club_id","club_name","coach","competition_name","home_score","home_team","match_date","match_result_link","match_time","match_type","play_style","result","season"
0,"West Brom",984,"West Brom","Tony Pulis","Premier League",3,"Man City","21-03-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486762","1:45 PM","30","4-4-1-1","3:0 ","2014"
4,"QPR",984,"West Brom","Tony Pulis","Premier League",1,"West Brom","04-04-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486778","4:00 PM","31","4-4-2 double 6","1:4 ","2014"
3,"Leicester",984,"West Brom","Tony Pulis","Premier League",2,"West Brom","11-04-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486787","4:00 PM","32","4-4-2","2:3 ","2014"
2,"West Brom",984,"West Brom","Tony Pulis","Premier League",0,"Crystal Palace","18-04-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486792","4:00 PM","33","4-4-2","0:2 ","2014"
0,"Liverpool",984,"West Brom","Tony Pulis","Premier League",0,"West Brom","25-04-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486808","4:00 PM","34","4-4-2","0:0 ","2014"
1,"West Brom",984,"West Brom","Tony Pulis","Premier League",0,"Man Utd","02-05-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486814","6:30 PM","35","4-5-1 flat","0:1 ","2014"
1,"West Brom",984,"West Brom","Tony Pulis","Premier League",1,"Newcastle","09-05-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486827","4:00 PM","36","4-1-4-1","1:1 ","2014"
0,"Chelsea",984,"West Brom","Tony Pulis","Premier League",3,"West Brom","18-05-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486837","9:00 PM","37","4-1-4-1","3:0 ","2014"
1,"West Brom",984,"West Brom","Tony Pulis","Premier League",4,"Arsenal","24-05-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486839","4:00 PM","38","4-1-4-1","4:1 ","2014"
0,"Gateshead FC",984,"West Brom","Tony Pulis","FA Cup",7,"West Brom","03-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2517327","4:00 PM","Third Round","4-4-2","7:0 ","2014"
2,"West Brom",984,"West Brom","Tony Pulis","FA Cup",1,"Birmingham","24-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2527273","4:00 PM","Fourth Round","4-4-2 double 6","1:2 ","2014"
0,"West Ham",984,"West Brom","Tony Pulis","FA Cup",4,"West Brom","14-02-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2530790","1:45 PM","Fifth Round","4-4-1-1","4:0 ","2014"
0,"West Brom",984,"West Brom","Tony Pulis","FA Cup",2,"Aston Villa","07-03-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2540193","6:30 PM","Sixth Round","4-4-2 double 6","2:0 ","2014"
7,"Oxford United",984,"West Brom","Alan Irvine","EFL Cup",8,"West Brom","26-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2485818","9:00 PM","Second Round","4-2-3-1","8:7 ","2014"
2,"Hull City",984,"West Brom","Alan Irvine","EFL Cup",3,"West Brom","24-09-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2490240","9:00 PM","Third Round","4-4-2 double 6","3:2 ","2014"
1,"West Brom",984,"West Brom","Alan Irvine","EFL Cup",2,"Bournemouth","28-10-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2500665","8:45 PM","Round of 16","4-4-2 double 6","2:1 ","2014"
1,"Crystal Palace",873,"Crystal Palace","Keith Millen","Premier League",2,"Arsenal","16-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2460296","6:30 PM","1","4-2-3-1","2:1 ","2014"
3,"West Ham",873,"Crystal Palace","Keith Millen","Premier League",1,"Crystal Palace","23-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2478481","4:00 PM","2","4-2-3-1","1:3 ","2014"
3,"Crystal Palace",873,"Crystal Palace","Neil Warnock","Premier League",3,"Newcastle","30-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486492","4:00 PM","3","4-4-2 double 6","3:3 ","2014"
0,"Burnley",873,"Crystal Palace","Neil Warnock","Premier League",0,"Crystal Palace","13-09-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486501","4:00 PM","4","4-2-3-1","0:0 ","2014"
3,"Crystal Palace",873,"Crystal Palace","Neil Warnock","Premier League",2,"Everton","21-09-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486517","5:00 PM","5","4-3-3 Defending","2:3 ","2014"
0,"Leicester",873,"Crystal Palace","Neil Warnock","Premier League",2,"Crystal Palace","27-09-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486521","4:00 PM","6","4-3-3 Defending","2:0 ","2014"
0,"Crystal Palace",873,"Crystal Palace","Neil Warnock","Premier League",2,"Hull City","04-10-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486529","4:00 PM","7","4-3-3 Attacking","2:0 ","2014"
2,"Chelsea",873,"Crystal Palace","Neil Warnock","Premier League",1,"Crystal Palace","18-10-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486542","4:00 PM","8","4-3-3 Defending","1:2 ","2014"
2,"Crystal Palace",873,"Crystal Palace","Neil Warnock","Premier League",2,"West Brom","25-10-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486549","4:00 PM","9","4-4-1-1","2:2 ","2014"
3,"Sunderland",873,"Crystal Palace","Neil Warnock","Premier League",1,"Crystal Palace","03-11-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486568","9:00 PM","10","4-2-3-1","1:3 ","2014"
0,"Crystal Palace",873,"Crystal Palace","Neil Warnock","Premier League",1,"Man Utd","08-11-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486571","4:00 PM","11","4-2-3-1","1:0 ","2014"
1,"Liverpool",873,"Crystal Palace","Neil Warnock","Premier League",3,"Crystal Palace","23-11-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486586","2:30 PM","12","4-4-1-1","3:1 ","2014"
1,"Crystal Palace",873,"Crystal Palace","Neil Warnock","Premier League",1,"Swansea","29-11-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486594","4:00 PM","13","4-4-1-1","1:1 ","2014"
1,"Aston Villa",873,"Crystal Palace","Neil Warnock","Premier League",0,"Crystal Palace","02-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486604","9:00 PM","14","4-4-1-1","0:1 ","2014"
0,"Crystal Palace",873,"Crystal Palace","Neil Warnock","Premier League",0,"Spurs","06-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486617","4:00 PM","15","4-1-4-1","0:0 ","2014"
1,"Stoke City",873,"Crystal Palace","Neil Warnock","Premier League",1,"Crystal Palace","13-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486622","4:00 PM","16","4-1-4-1","1:1 ","2014"
0,"Crystal Palace",873,"Crystal Palace","Neil Warnock","Premier League",3,"Man City","20-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486632","1:45 PM","17","4-5-1 flat","3:0 ","2014"
3,"Southampton",873,"Crystal Palace","Neil Warnock","Premier League",1,"Crystal Palace","26-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486642","4:00 PM","18","4-3-3 Attacking","1:3 ","2014"
0,"Crystal Palace",873,"Crystal Palace","Keith Millen","Premier League",0,"QPR","28-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486654","4:00 PM","19","4-3-3 Attacking","0:0 ","2014"
0,"Crystal Palace",873,"Crystal Palace","Keith Millen","Premier League",0,"Aston Villa","01-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486659","4:00 PM","20","4-3-3 Attacking","0:0 ","2014"
1,"Spurs",873,"Crystal Palace","Alan Pardew","Premier League",2,"Crystal Palace","10-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486672","6:30 PM","21","4-1-4-1","2:1 ","2014"
3,"Crystal Palace",873,"Crystal Palace","Alan Pardew","Premier League",2,"Burnley","17-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486680","4:00 PM","22","4-4-2 double 6","2:3 ","2014"
1,"Everton",873,"Crystal Palace","Alan Pardew","Premier League",0,"Crystal Palace","31-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486691","4:00 PM","23","4-2-3-1","0:1 ","2014"
1,"Crystal Palace",873,"Crystal Palace","Alan Pardew","Premier League",0,"Leicester","07-02-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486702","4:00 PM","24","4-4-1-1","0:1 ","2014"
1,"Newcastle",873,"Crystal Palace","Alan Pardew","Premier League",1,"Crystal Palace","11-02-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486713","9:00 PM","25","4-4-1-1","1:1 ","2014"
2,"Arsenal",873,"Crystal Palace","Alan Pardew","Premier League",1,"Crystal Palace","21-02-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486721","4:00 PM","26","4-1-4-1","1:2 ","2014"
3,"Crystal Palace",873,"Crystal Palace","Alan Pardew","Premier League",1,"West Ham","28-02-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486738","1:45 PM","27","4-2-3-1","1:3 ","2014"
0,"Crystal Palace",873,"Crystal Palace","Alan Pardew","Premier League",1,"Southampton","03-03-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486742","8:45 PM","28","4-4-1-1","1:0 ","2014"
1,"QPR",873,"Crystal Palace","Alan Pardew","Premier League",3,"Crystal Palace","14-03-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486752","1:45 PM","29","4-3-3 Defending","3:1 ","2014"
2,"Crystal Palace",873,"Crystal Palace","Alan Pardew","Premier League",1,"Stoke City","21-03-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486766","4:00 PM","30","4-3-3 Defending","1:2 ","2014"
1,"Man City",873,"Crystal Palace","Alan Pardew","Premier League",2,"Crystal Palace","06-04-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486772","9:00 PM","31","4-2-3-1","2:1 ","2014"
4,"Crystal Palace",873,"Crystal Palace","Alan Pardew","Premier League",1,"Sunderland","11-04-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486784","4:00 PM","32","4-4-1-1","1:4 ","2014"
2,"West Brom",873,"Crystal Palace","Alan Pardew","Premier League",0,"Crystal Palace","18-04-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486792","4:00 PM","33","4-3-3 Attacking","0:2 ","2014"
2,"Hull City",873,"Crystal Palace","Alan Pardew","Premier League",0,"Crystal Palace","25-04-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486801","4:00 PM","34","4-2-3-1","0:2 ","2014"
0,"Crystal Palace",873,"Crystal Palace","Alan Pardew","Premier League",1,"Chelsea","03-05-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486810","2:30 PM","35","4-3-3 Defending","1:0 ","2014"
2,"Man Utd",873,"Crystal Palace","Alan Pardew","Premier League",1,"Crystal Palace","09-05-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486822","6:30 PM","36","4-3-3 Defending","1:2 ","2014"
3,"Crystal Palace",873,"Crystal Palace","Alan Pardew","Premier League",1,"Liverpool","16-05-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486830","6:30 PM","37","4-4-2 double 6","1:3 ","2014"
0,"Swansea",873,"Crystal Palace","Alan Pardew","Premier League",1,"Crystal Palace","24-05-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486842","4:00 PM","38","4-3-3 Defending","1:0 ","2014"
4,"Crystal Palace",873,"Crystal Palace","Alan Pardew","FA Cup",0,"Dover Athletic","04-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2517324","2:00 PM","Third Round","4-4-2","0:4 ","2014"
3,"Crystal Palace",873,"Crystal Palace","Alan Pardew","FA Cup",2,"Southampton","24-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2528145","4:00 PM","Fourth Round","4-4-2 double 6","2:3 ","2014"
2,"Liverpool",873,"Crystal Palace","Alan Pardew","FA Cup",1,"Crystal Palace","14-02-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2532982","6:30 PM","Fifth Round","4-4-1-1","1:2 ","2014"
3,"Crystal Palace",873,"Crystal Palace","Keith Millen","EFL Cup",0,"Walsall","26-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2485831","8:45 PM","Second Round","4-4-2","0:3 ","2014"
3,"Newcastle",873,"Crystal Palace","Neil Warnock","EFL Cup",2,"Crystal Palace","24-09-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2490241","9:00 PM","Third Round","4-2-3-1","2:3 ","2014"
1,"Spurs",379,"West Ham","Sam Allardyce","Premier League",0,"West Ham","16-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2460305","4:00 PM","1","4-2-3-1","0:1 ","2014"
3,"West Ham",379,"West Ham","Sam Allardyce","Premier League",1,"Crystal Palace","23-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2478481","4:00 PM","2","4-2-3-1","1:3 ","2014"
3,"Southampton",379,"West Ham","Sam Allardyce","Premier League",1,"West Ham","30-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486495","4:00 PM","3","4-2-3-1","1:3 ","2014"
2,"West Ham",379,"West Ham","Sam Allardyce","Premier League",2,"Hull City","15-09-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486508","9:00 PM","4","4-4-2 Diamond","2:2 ","2014"
1,"Liverpool",379,"West Ham","Sam Allardyce","Premier League",3,"West Ham","20-09-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486515","6:30 PM","5","4-3-1-2","3:1 ","2014"
1,"West Ham",379,"West Ham","Sam Allardyce","Premier League",2,"Man Utd","27-09-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486523","4:00 PM","6","4-2-3-1","2:1 ","2014"
0,"QPR",379,"West Ham","Sam Allardyce","Premier League",2,"West Ham","05-10-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486538","5:15 PM","7","4-4-2 Diamond","2:0 ","2014"
3,"West Ham",379,"West Ham","Sam Allardyce","Premier League",1,"Burnley","18-10-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486541","4:00 PM","8","4-3-1-2","1:3 ","2014"
1,"Man City",379,"West Ham","Sam Allardyce","Premier League",2,"West Ham","25-10-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486554","1:45 PM","9","4-3-1-2","2:1 ","2014"
2,"West Ham",379,"West Ham","Sam Allardyce","Premier League",2,"Stoke City","01-11-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486565","4:00 PM","10","4-3-3 Attacking","2:2 ","2014"
0,"Aston Villa",379,"West Ham","Sam Allardyce","Premier League",0,"West Ham","08-11-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486575","4:00 PM","11","4-3-1-2","0:0 ","2014"
1,"West Ham",379,"West Ham","Sam Allardyce","Premier League",2,"Everton","22-11-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486580","4:00 PM","12","5-3-2","2:1 ","2014"
0,"Newcastle",379,"West Ham","Sam Allardyce","Premier League",1,"West Ham","29-11-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486595","4:00 PM","13","4-2-3-1","1:0 ","2014"
2,"West Ham",379,"West Ham","Sam Allardyce","Premier League",1,"West Brom","02-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486605","9:00 PM","14","4-2-3-1","1:2 ","2014"
1,"Swansea",379,"West Ham","Sam Allardyce","Premier League",3,"West Ham","07-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486618","2:30 PM","15","4-4-2 double 6","3:1 ","2014"
1,"West Ham",379,"West Ham","Sam Allardyce","Premier League",1,"Sunderland","13-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486626","4:00 PM","16","4-4-2 Diamond","1:1 ","2014"
0,"Leicester",379,"West Ham","Sam Allardyce","Premier League",2,"West Ham","20-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486638","4:00 PM","17","4-2-3-1","2:0 ","2014"
0,"West Ham",379,"West Ham","Sam Allardyce","Premier League",2,"Chelsea","26-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486641","1:45 PM","18","4-1-4-1","2:0 ","2014"
2,"Arsenal",379,"West Ham","Sam Allardyce","Premier League",1,"West Ham","28-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486658","4:00 PM","19","4-3-1-2","1:2 ","2014"
1,"West Brom",379,"West Ham","Sam Allardyce","Premier League",1,"West Ham","01-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486668","4:00 PM","20","4-3-1-2","1:1 ","2014"
1,"West Ham",379,"West Ham","Sam Allardyce","Premier League",1,"Swansea","10-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486677","4:00 PM","21","5-3-2","1:1 ","2014"
0,"Hull City",379,"West Ham","Sam Allardyce","Premier League",3,"West Ham","18-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486688","2:30 PM","22","4-2-3-1","3:0 ","2014"
0,"West Ham",379,"West Ham","Sam Allardyce","Premier League",2,"Liverpool","31-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486693","4:00 PM","23","4-4-2 Diamond","2:0 ","2014"
1,"Man Utd",379,"West Ham","Sam Allardyce","Premier League",1,"West Ham","08-02-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486708","5:15 PM","24","4-4-2 Diamond","1:1 ","2014"
0,"West Ham",379,"West Ham","Sam Allardyce","Premier League",0,"Southampton","11-02-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486712","8:45 PM","25","4-3-3 Attacking","0:0 ","2014"
2,"West Ham",379,"West Ham","Sam Allardyce","Premier League",2,"Spurs","22-02-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486728","1:00 PM","26","4-3-3 Attacking","2:2 ","2014"
3,"Crystal Palace",379,"West Ham","Sam Allardyce","Premier League",1,"West Ham","28-02-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486738","1:45 PM","27","4-3-3 Attacking","1:3 ","2014"
1,"Chelsea",379,"West Ham","Sam Allardyce","Premier League",0,"West Ham","04-03-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486743","8:45 PM","28","4-3-1-2","0:1 ","2014"
0,"West Ham",379,"West Ham","Sam Allardyce","Premier League",3,"Arsenal","14-03-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486749","4:00 PM","29","4-1-4-1","3:0 ","2014"
0,"Sunderland",379,"West Ham","Sam Allardyce","Premier League",1,"West Ham","21-03-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486768","6:30 PM","30","4-2-3-1","1:0 ","2014"
1,"West Ham",379,"West Ham","Sam Allardyce","Premier League",2,"Leicester","04-04-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486774","4:00 PM","31","4-3-2-1","2:1 ","2014"
1,"Stoke City",379,"West Ham","Sam Allardyce","Premier League",1,"West Ham","11-04-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486788","4:00 PM","32","4-3-1-2","1:1 ","2014"
0,"West Ham",379,"West Ham","Sam Allardyce","Premier League",2,"Man City","19-04-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486796","2:30 PM","33","4-3-3 Attacking","2:0 ","2014"
0,"West Ham",379,"West Ham","Sam Allardyce","Premier League",0,"QPR","25-04-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486805","4:00 PM","34","4-2-3-1","0:0 ","2014"
0,"Burnley",379,"West Ham","Sam Allardyce","Premier League",1,"West Ham","02-05-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486818","4:00 PM","35","4-2-3-1","1:0 ","2014"
0,"West Ham",379,"West Ham","Sam Allardyce","Premier League",1,"Aston Villa","09-05-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486820","4:00 PM","36","4-4-1-1","1:0 ","2014"
2,"Everton",379,"West Ham","Sam Allardyce","Premier League",1,"West Ham","16-05-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486838","4:00 PM","37","4-3-3 Attacking","1:2 ","2014"
0,"West Ham",379,"West Ham","Sam Allardyce","Premier League",2,"Newcastle","24-05-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486847","4:00 PM","38","4-3-3 Attacking","2:0 ","2014"
1,"West Ham",379,"West Ham","Sam Allardyce","FA Cup",1,"Everton","06-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2517339","8:45 PM","Third Round","4-4-1-1","1:1 ","2014"
10,"Everton",379,"West Ham","Sam Allardyce","FA Cup",11,"West Ham","13-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2524883","8:45 PM","Third Round Replay","4-2-3-1","11:10 ","2014"
1,"West Ham",379,"West Ham","Sam Allardyce","FA Cup",0,"Bristol City","25-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2527278","3:00 PM","Fourth Round","4-3-1-2","0:1 ","2014"
0,"West Ham",379,"West Ham","Sam Allardyce","FA Cup",4,"West Brom","14-02-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2530790","1:45 PM","Fifth Round","4-3-1-2","4:0 ","2014"
6,"Sheffield Utd.",379,"West Ham","Sam Allardyce","EFL Cup",5,"West Ham","26-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2485821","8:45 PM","Second Round","4-3-3 Attacking","5:6 ","2014"
1,"Southampton",180,"Southampton","Ronald Koeman","Premier League",2,"Liverpool","17-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2460299","2:30 PM","1","4-2-3-1","2:1 ","2014"
0,"West Brom",180,"Southampton","Ronald Koeman","Premier League",0,"Southampton","23-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2478482","4:00 PM","2","4-2-3-1","0:0 ","2014"
3,"Southampton",180,"Southampton","Ronald Koeman","Premier League",1,"West Ham","30-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486495","4:00 PM","3","4-2-3-1","1:3 ","2014"
0,"Newcastle",180,"Southampton","Ronald Koeman","Premier League",4,"Southampton","13-09-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486502","4:00 PM","4","4-3-3 Attacking","4:0 ","2014"
1,"Southampton",180,"Southampton","Ronald Koeman","Premier League",0,"Swansea","20-09-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486513","4:00 PM","5","4-3-3 Attacking","0:1 ","2014"
1,"QPR",180,"Southampton","Ronald Koeman","Premier League",2,"Southampton","27-09-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486524","4:00 PM","6","4-3-3 Defending","2:1 ","2014"
0,"Southampton",180,"Southampton","Ronald Koeman","Premier League",1,"Spurs","05-10-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486534","3:05 PM","7","4-3-3 Attacking","1:0 ","2014"
0,"Sunderland",180,"Southampton","Ronald Koeman","Premier League",8,"Southampton","18-10-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486545","4:00 PM","8","4-3-3 Attacking","8:0 ","2014"
0,"Stoke City",180,"Southampton","Ronald Koeman","Premier League",1,"Southampton","25-10-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486551","4:00 PM","9","4-3-3 Defending","1:0 ","2014"
1,"Southampton",180,"Southampton","Ronald Koeman","Premier League",0,"Hull City","01-11-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486563","4:00 PM","10","4-3-3 Attacking","0:1 ","2014"
0,"Leicester",180,"Southampton","Ronald Koeman","Premier League",2,"Southampton","08-11-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486573","4:00 PM","11","4-3-3 Attacking","2:0 ","2014"
1,"Southampton",180,"Southampton","Ronald Koeman","Premier League",1,"Aston Villa","24-11-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486588","9:00 PM","12","4-2-3-1","1:1 ","2014"
3,"Man City",180,"Southampton","Ronald Koeman","Premier League",0,"Southampton","30-11-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486597","2:30 PM","13","4-3-3 Attacking","0:3 ","2014"
1,"Fulham",931,"Fulham","Felix Magath","Championship",2,"Ipswich","09-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2464947","6:15 PM","1","4-3-1-2","2:1 ","2014"
0,"Southampton",180,"Southampton","Ronald Koeman","Premier League",1,"Arsenal","03-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486599","8:45 PM","14","4-3-3 Attacking","1:0 ","2014"
2,"Man Utd",180,"Southampton","Ronald Koeman","Premier League",1,"Southampton","08-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486615","9:00 PM","15","4-2-3-1","1:2 ","2014"
0,"Southampton",180,"Southampton","Ronald Koeman","Premier League",1,"Burnley","13-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486620","4:00 PM","16","4-2-3-1","1:0 ","2014"
0,"Everton",180,"Southampton","Ronald Koeman","Premier League",3,"Southampton","20-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486635","4:00 PM","17","4-3-1-2","3:0 ","2014"
1,"Millwall",931,"Fulham","Felix Magath","Championship",0,"Fulham","16-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2484442","4:00 PM","2","4-3-3 Attacking","0:1 ","2014"
1,"Wolves",931,"Fulham","Felix Magath","Championship",0,"Fulham","20-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2485911","9:00 PM","3","4-4-2","0:1 ","2014"
1,"Fulham",931,"Fulham","Felix Magath","Championship",5,"Derby","23-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2485916","4:00 PM","4","4-4-2","5:1 ","2014"
1,"Cardiff",931,"Fulham","Felix Magath","Championship",1,"Fulham","30-08-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2485927","4:00 PM","5","4-3-1-2","1:1 ","2014"
0,"Fulham",931,"Fulham","Felix Magath","Championship",3,"Reading","13-09-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2485946","4:00 PM","6","4-3-3 Defending","3:0 ","2014"
3,"Southampton",180,"Southampton","Ronald Koeman","Premier League",1,"Crystal Palace","26-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486642","4:00 PM","18","5-4-1","1:3 ","2014"
1,"Chelsea",180,"Southampton","Ronald Koeman","Premier League",1,"Southampton","28-12-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486655","3:05 PM","19","4-4-1-1","1:1 ","2014"
0,"Arsenal",180,"Southampton","Ronald Koeman","Premier League",2,"Southampton","01-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486665","4:00 PM","20","4-4-1-1","2:0 ","2014"
1,"Southampton",180,"Southampton","Ronald Koeman","Premier League",0,"Man Utd","11-01-2015","https://www.transfermarkt.com/spielbericht/index/spielbericht/2486675","5:00 PM","21","4-2-3-1","0:1 ","2014"
3,"Fulham",931,"Fulham","Felix Magath","Championship",5,"Nottm Forest","17-09-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2485959","8:45 PM","7","4-4-2","5:3 ","2014"
1,"Blackburn",931,"Fulham","Kit Symons","Championship",0,"Fulham","20-09-2014","https://www.transfermarkt.com/spielbericht/index/spielbericht/2498454","4:00 PM","8","4-4-2 double 6","0:1 ","2014"
