"away_score","away_team","club_id","club_name","coach","competition_name","home_score","home_team","match_date","match_result_link","match_time","match_type","play_style","result","season"
0,"Swansea",2288,"Swansea","Carlos Carvalhal","FA Cup",0,"Wolves","06-01-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2984219","4:00 PM","Third Round","5-4-1","0:0 ","2017"
1,"Wolves",2288,"Swansea","Carlos Carvalhal","FA Cup",2,"Swansea","17-01-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2988379","8:45 PM","Third Round Replay","5-4-1","2:1 ","2017"
1,"Swansea",2288,"Swansea","Carlos Carvalhal","FA Cup",1,"Notts County","27-01-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2990426","4:00 PM","Fourth Round","3-4-3","1:1 ","2017"
1,"Notts County",2288,"Swansea","Carlos Carvalhal","FA Cup",8,"Swansea","06-02-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2994513","9:05 PM","4th round deciders","4-4-1-1","8:1 ","2017"
0,"Swansea",2288,"Swansea","Carlos Carvalhal","FA Cup",0,"Sheff Wed","17-02-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/3000026","1:30 PM","Fifth Round","3-4-3","0:0 ","2017"
0,"Sheff Wed",2288,"Swansea","Carlos Carvalhal","FA Cup",2,"Swansea","27-02-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/3005766","9:05 PM","5th round deciders","3-4-3","2:0 ","2017"
3,"Spurs",2288,"Swansea","Carlos Carvalhal","FA Cup",0,"Swansea","17-03-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/3012048","1:15 PM","Sixth Round","5-4-1","0:3 ","2017"
4,"Swansea",2288,"Swansea","Paul Clement","EFL Cup",1,"MK Dons","22-08-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2914325","8:45 PM","Second Round","4-4-2 Diamond","1:4 ","2017"
2,"Swansea",2288,"Swansea","Paul Clement","EFL Cup",0,"Reading","19-09-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2916172","9:00 PM","Third Round","4-3-3 Attacking","0:2 ","2017"
2,"Man Utd",2288,"Swansea","Paul Clement","EFL Cup",0,"Swansea","24-10-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2929863","8:45 PM","Fourth Round","4-3-3 Attacking","0:2 ","2017"
0,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",1,"West Brom","12-08-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872124","4:00 PM","1","4-4-1-1","1:0 ","2017"
2,"Watford",989,"Bournemouth","Eddie Howe","Premier League",0,"Bournemouth","19-08-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872125","4:00 PM","2","4-2-3-1","0:2 ","2017"
2,"Man City",989,"Bournemouth","Eddie Howe","Premier League",1,"Bournemouth","26-08-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872135","1:30 PM","3","5-3-2","1:2 ","2017"
0,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",3,"Arsenal","09-09-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872145","4:00 PM","4","3-4-2-1","3:0 ","2017"
1,"Brighton",989,"Bournemouth","Eddie Howe","Premier League",2,"Bournemouth","15-09-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872155","9:00 PM","5","4-4-2 double 6","2:1 ","2017"
1,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",2,"Everton","23-09-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872168","4:00 PM","6","4-4-2 double 6","2:1 ","2017"
0,"Leicester",989,"Bournemouth","Eddie Howe","Premier League",0,"Bournemouth","30-09-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872175","4:00 PM","7","4-4-1-1","0:0 ","2017"
0,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",1,"Spurs","14-10-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872193","4:00 PM","8","5-3-2","1:0 ","2017"
2,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",1,"Stoke City","21-10-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872201","4:00 PM","9","4-4-2 double 6","1:2 ","2017"
1,"Chelsea",989,"Bournemouth","Eddie Howe","Premier League",0,"Bournemouth","28-10-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872205","6:30 PM","10","4-4-2","0:1 ","2017"
1,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",0,"Newcastle","04-11-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872219","4:00 PM","11","4-4-2 double 6","0:1 ","2017"
0,"Huddersfield",989,"Bournemouth","Eddie Howe","Premier League",4,"Bournemouth","18-11-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872225","4:00 PM","12","4-2-3-1","4:0 ","2017"
0,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",0,"Swansea","25-11-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872242","4:00 PM","13","4-4-2 double 6","0:0 ","2017"
2,"Burnley",989,"Bournemouth","Eddie Howe","Premier League",1,"Bournemouth","29-11-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872245","8:45 PM","14","4-2-3-1","1:2 ","2017"
1,"Southampton",989,"Bournemouth","Eddie Howe","Premier League",1,"Bournemouth","03-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872255","2:30 PM","15","4-4-2 double 6","1:1 ","2017"
2,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",2,"Crystal Palace","09-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872266","4:00 PM","16","4-2-3-1","2:2 ","2017"
0,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",1,"Man Utd","13-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872278","9:00 PM","17","4-2-3-1","1:0 ","2017"
4,"Liverpool",989,"Bournemouth","Eddie Howe","Premier League",0,"Bournemouth","17-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872285","5:30 PM","18","4-2-3-1","0:4 ","2017"
0,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",4,"Man City","23-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872299","4:00 PM","19","3-4-2-1","4:0 ","2017"
3,"West Ham",989,"Bournemouth","Eddie Howe","Premier League",3,"Bournemouth","26-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872305","4:00 PM","20","4-2-3-1","3:3 ","2017"
1,"Everton",989,"Bournemouth","Eddie Howe","Premier League",2,"Bournemouth","30-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872315","4:00 PM","21","4-2-3-1","2:1 ","2017"
2,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",2,"Brighton","01-01-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872326","1:30 PM","22","4-4-1-1","2:2 ","2017"
1,"Arsenal",989,"Bournemouth","Eddie Howe","Premier League",2,"Bournemouth","14-01-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872335","2:30 PM","23","3-4-2-1","2:1 ","2017"
1,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",1,"West Ham","20-01-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872354","4:00 PM","24","5-4-1","1:1 ","2017"
3,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",0,"Chelsea","31-01-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872358","8:45 PM","25","3-4-2-1","0:3 ","2017"
1,"Stoke City",989,"Bournemouth","Eddie Howe","Premier League",2,"Bournemouth","03-02-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872365","4:00 PM","26","3-4-2-1","2:1 ","2017"
1,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",4,"Huddersfield","11-02-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872377","1:00 PM","27","3-4-2-1","4:1 ","2017"
2,"Newcastle",989,"Bournemouth","Eddie Howe","Premier League",2,"Bournemouth","24-02-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872385","4:00 PM","28","4-4-1-1","2:2 ","2017"
1,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",1,"Leicester","03-03-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872398","4:00 PM","29","4-4-2","1:1 ","2017"
4,"Spurs",989,"Bournemouth","Eddie Howe","Premier League",1,"Bournemouth","11-03-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872405","5:00 PM","30","4-4-2","1:4 ","2017"
1,"West Brom",989,"Bournemouth","Eddie Howe","Premier League",2,"Bournemouth","17-03-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872415","4:00 PM","31","4-4-2 double 6","2:1 ","2017"
2,"Sevilla FC",31,"Liverpool","Jürgen Klopp","UEFA Champions League",2,"Liverpool","13-09-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2917366","8:45 PM","Group E","4-3-3 Attacking","2:2 ","2017"
2,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",2,"Watford","31-03-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872433","4:00 PM","32","4-4-2 double 6","2:2 ","2017"
2,"Crystal Palace",989,"Bournemouth","Eddie Howe","Premier League",2,"Bournemouth","07-04-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872435","4:00 PM","33","4-4-2 double 6","2:2 ","2017"
0,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",3,"Liverpool","14-04-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872448","6:30 PM","34","3-4-2-1","3:0 ","2017"
2,"Man Utd",989,"Bournemouth","Eddie Howe","Premier League",0,"Bournemouth","18-04-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872455","8:45 PM","35","4-4-1-1","0:2 ","2017"
1,"Liverpool",31,"Liverpool","Jürgen Klopp","UEFA Champions League",1,"Spartak Moscow","26-09-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2917374","8:45 PM","Group E","4-3-3 Attacking","1:1 ","2017"
7,"Liverpool",31,"Liverpool","Jürgen Klopp","UEFA Champions League",0,"NK Maribor","17-10-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2917398","8:45 PM","Group E","4-3-3 Attacking","0:7 ","2017"
0,"NK Maribor",31,"Liverpool","Jürgen Klopp","UEFA Champions League",3,"Liverpool","01-11-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2917414","8:45 PM","Group E","4-4-2 double 6","3:0 ","2017"
3,"Liverpool",31,"Liverpool","Jürgen Klopp","UEFA Champions League",3,"Sevilla FC","21-11-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2917430","8:45 PM","Group E","4-3-3 Attacking","3:3 ","2017"
1,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",2,"Southampton","28-04-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872471","4:00 PM","36","3-4-1-2","2:1 ","2017"
0,"Swansea",989,"Bournemouth","Eddie Howe","Premier League",1,"Bournemouth","05-05-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872475","4:00 PM","37","5-4-1","1:0 ","2017"
2,"Bournemouth",989,"Bournemouth","Eddie Howe","Premier League",1,"Burnley","13-05-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872485","4:00 PM","38","3-4-2-1","1:2 ","2017"
0,"Spartak Moscow",31,"Liverpool","Jürgen Klopp","UEFA Champions League",7,"Liverpool","06-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2917446","8:45 PM","Group E","4-4-2 double 6","7:0 ","2017"
5,"Liverpool",31,"Liverpool","Jürgen Klopp","UEFA Champions League",0,"FC Porto","14-02-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2981995","8:45 PM","last 16 1st leg","4-3-3 Attacking","0:5 ","2017"
0,"FC Porto",31,"Liverpool","Jürgen Klopp","UEFA Champions League",0,"Liverpool","06-03-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2982003","8:45 PM","last 16 2nd leg","4-3-3 Attacking","0:0 ","2017"
0,"Man City",31,"Liverpool","Jürgen Klopp","UEFA Champions League",3,"Liverpool","04-04-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/3018932","8:45 PM","Quarter-Finals 1st leg","4-3-3 Attacking","3:0 ","2017"
2,"Wigan",989,"Bournemouth","Eddie Howe","FA Cup",2,"Bournemouth","06-01-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2984201","4:00 PM","Third Round","4-4-2","2:2 ","2017"
0,"Bournemouth",989,"Bournemouth","Eddie Howe","FA Cup",3,"Wigan","17-01-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2988378","8:45 PM","Third Round Replay","4-4-1-1","3:0 ","2017"
2,"Bournemouth",989,"Bournemouth","Eddie Howe","EFL Cup",1,"Birmingham","22-08-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2914317","8:45 PM","Second Round","4-4-2 double 6","1:2 ","2017"
2,"Liverpool",31,"Liverpool","Jürgen Klopp","UEFA Champions League",1,"Man City","10-04-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/3018936","8:45 PM","Quarter-Finals 2nd leg","4-3-3 Attacking","1:2 ","2017"
2,"AS Roma",31,"Liverpool","Jürgen Klopp","UEFA Champions League",5,"Liverpool","24-04-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/3030593","8:45 PM","Semi-Finals 1st Leg","4-3-3 Attacking","5:2 ","2017"
2,"Liverpool",31,"Liverpool","Jürgen Klopp","UEFA Champions League",4,"AS Roma","02-05-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/3030595","8:45 PM","Semi-Finals 2nd Leg","4-3-3 Attacking","4:2 ","2017"
1,"Liverpool",31,"Liverpool","Jürgen Klopp","UEFA Champions League",3,"Real Madrid","26-05-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/3038747","8:45 PM","Final","4-3-3 Attacking","3:1 ","2017"
0,"Brighton",989,"Bournemouth","Eddie Howe","EFL Cup",1,"Bournemouth","19-09-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2916163","8:45 PM","Third Round","4-4-2 double 6","1:0 ","2017"
1,"Middlesbrough",989,"Bournemouth","Eddie Howe","EFL Cup",3,"Bournemouth","24-10-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2929860","8:45 PM","Fourth Round","4-4-2","3:1 ","2017"
1,"Bournemouth",989,"Bournemouth","Eddie Howe","EFL Cup",2,"Chelsea","20-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2950422","8:45 PM","Quarter-Finals","3-5-2","2:1 ","2017"
2,"Liverpool",31,"Liverpool","Jürgen Klopp","UEFA Champions League Qualifying",1,"TSG Hoffenheim","15-08-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2904740","8:45 PM","Qualifying Round 1st leg","4-3-3 Attacking","1:2 ","2017"
2,"TSG Hoffenheim",31,"Liverpool","Jürgen Klopp","UEFA Champions League Qualifying",4,"Liverpool","23-08-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2905729","8:45 PM","Qualifying Round 2nd leg","4-3-3 Attacking","4:2 ","2017"
3,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",3,"Watford","12-08-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872123","1:30 PM","1","4-3-3 Attacking","3:3 ","2017"
0,"Crystal Palace",31,"Liverpool","Jürgen Klopp","Premier League",1,"Liverpool","19-08-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872129","4:00 PM","2","4-2-3-1","1:0 ","2017"
0,"Arsenal",31,"Liverpool","Jürgen Klopp","Premier League",4,"Liverpool","27-08-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872139","5:00 PM","3","4-3-3 Attacking","4:0 ","2017"
0,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",5,"Man City","09-09-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872150","1:30 PM","4","4-3-3 Attacking","5:0 ","2017"
1,"Burnley",31,"Liverpool","Jürgen Klopp","Premier League",1,"Liverpool","16-09-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872159","4:00 PM","5","4-1-4-1","1:1 ","2017"
3,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",2,"Leicester","23-09-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872169","6:30 PM","6","4-3-3 Attacking","2:3 ","2017"
1,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",1,"Newcastle","01-10-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872181","5:30 PM","7","4-1-4-1","1:1 ","2017"
0,"Man Utd",31,"Liverpool","Jürgen Klopp","Premier League",0,"Liverpool","14-10-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872189","1:30 PM","8","4-2-3-1","0:0 ","2017"
1,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",4,"Spurs","22-10-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872203","5:00 PM","9","4-3-3 Attacking","4:1 ","2017"
0,"Huddersfield",31,"Liverpool","Jürgen Klopp","Premier League",3,"Liverpool","28-10-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872211","4:00 PM","10","4-1-4-1","3:0 ","2017"
4,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",1,"West Ham","04-11-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872224","6:30 PM","11","4-4-2 double 6","1:4 ","2017"
0,"Southampton",31,"Liverpool","Jürgen Klopp","Premier League",3,"Liverpool","18-11-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872231","4:00 PM","12","4-2-3-1","3:0 ","2017"
1,"Chelsea",31,"Liverpool","Jürgen Klopp","Premier League",1,"Liverpool","25-11-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872238","6:30 PM","13","4-3-3 Attacking","1:1 ","2017"
3,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",0,"Stoke City","29-11-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872254","9:00 PM","14","4-4-2 double 6","0:3 ","2017"
5,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",1,"Brighton","02-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872257","4:00 PM","15","3-4-2-1","1:5 ","2017"
1,"Everton",31,"Liverpool","Jürgen Klopp","Premier League",1,"Liverpool","10-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872268","3:15 PM","16","4-1-4-1","1:1 ","2017"
0,"West Brom",31,"Liverpool","Jürgen Klopp","Premier League",0,"Liverpool","13-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872281","9:00 PM","17","4-3-3 Defending","0:0 ","2017"
4,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",0,"Bournemouth","17-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872285","5:30 PM","18","4-2-3-1","0:4 ","2017"
3,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",3,"Arsenal","22-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872295","8:45 PM","19","4-2-3-1","3:3 ","2017"
0,"Swansea",31,"Liverpool","Jürgen Klopp","Premier League",5,"Liverpool","26-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872309","6:30 PM","20","4-3-3 Attacking","5:0 ","2017"
1,"Leicester",31,"Liverpool","Jürgen Klopp","Premier League",2,"Liverpool","30-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872319","4:00 PM","21","4-2-3-1","2:1 ","2017"
2,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",1,"Burnley","01-01-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872327","4:00 PM","22","4-2-3-1","1:2 ","2017"
3,"Man City",31,"Liverpool","Jürgen Klopp","Premier League",4,"Liverpool","14-01-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872339","5:00 PM","23","4-3-3 Attacking","4:3 ","2017"
0,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",1,"Swansea","22-01-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872353","9:00 PM","24","4-4-2 double 6","1:0 ","2017"
3,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",0,"Huddersfield","30-01-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872355","9:00 PM","25","4-3-3 Attacking","0:3 ","2017"
2,"Spurs",31,"Liverpool","Jürgen Klopp","Premier League",2,"Liverpool","04-02-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872371","5:30 PM","26","4-3-3 Attacking","2:2 ","2017"
2,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",0,"Southampton","11-02-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872380","5:30 PM","27","4-3-3 Attacking","0:2 ","2017"
1,"West Ham",31,"Liverpool","Jürgen Klopp","Premier League",4,"Liverpool","24-02-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872391","4:00 PM","28","4-3-3 Attacking","4:1 ","2017"
0,"Newcastle",31,"Liverpool","Jürgen Klopp","Premier League",2,"Liverpool","03-03-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872399","6:30 PM","29","4-3-3 Attacking","2:0 ","2017"
1,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",2,"Man Utd","10-03-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872410","1:30 PM","30","4-3-3 Attacking","2:1 ","2017"
0,"Watford",31,"Liverpool","Jürgen Klopp","Premier League",5,"Liverpool","17-03-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872419","6:30 PM","31","4-3-3 Attacking","5:0 ","2017"
2,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",1,"Crystal Palace","31-03-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872428","1:30 PM","32","4-3-3 Attacking","1:2 ","2017"
0,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",0,"Everton","07-04-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872439","1:30 PM","33","4-3-3 Attacking","0:0 ","2017"
0,"Bournemouth",31,"Liverpool","Jürgen Klopp","Premier League",3,"Liverpool","14-04-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872448","6:30 PM","34","4-3-3 Attacking","3:0 ","2017"
2,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",2,"West Brom","21-04-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872464","1:30 PM","35","4-3-3 Attacking","2:2 ","2017"
0,"Stoke City",31,"Liverpool","Jürgen Klopp","Premier League",0,"Liverpool","28-04-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872468","1:30 PM","36","4-3-3 Attacking","0:0 ","2017"
0,"Liverpool",31,"Liverpool","Jürgen Klopp","Premier League",1,"Chelsea","06-05-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872478","5:30 PM","37","4-4-2 Diamond","1:0 ","2017"
0,"Brighton",31,"Liverpool","Jürgen Klopp","Premier League",4,"Liverpool","13-05-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872488","4:00 PM","38","4-4-2 double 6","4:0 ","2017"
1,"Everton",31,"Liverpool","Jürgen Klopp","FA Cup",2,"Liverpool","05-01-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2984198","8:55 PM","Third Round","4-2-3-1","2:1 ","2017"
3,"West Brom",31,"Liverpool","Jürgen Klopp","FA Cup",2,"Liverpool","27-01-2018","https://www.transfermarkt.com/spielbericht/index/spielbericht/2988364","8:45 PM","Fourth Round","4-3-3 Attacking","2:3 ","2017"
0,"Liverpool",31,"Liverpool","Jürgen Klopp","EFL Cup",2,"Leicester","19-09-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2916170","8:45 PM","Third Round","4-1-4-1","2:0 ","2017"
3,"Burnley",1132,"Burnley","Sean Dyche","Premier League",2,"Chelsea","12-08-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872117","4:00 PM","1","4-5-1 flat","2:3 ","2017"
1,"West Brom",1132,"Burnley","Sean Dyche","Premier League",0,"Burnley","19-08-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872126","4:00 PM","2","4-1-4-1","0:1 ","2017"
1,"Burnley",1132,"Burnley","Sean Dyche","Premier League",1,"Spurs","27-08-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872142","5:00 PM","3","4-1-4-1","1:1 ","2017"
0,"Crystal Palace",1132,"Burnley","Sean Dyche","Premier League",1,"Burnley","10-09-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872147","2:30 PM","4","4-4-2","1:0 ","2017"
1,"Burnley",1132,"Burnley","Sean Dyche","Premier League",1,"Liverpool","16-09-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872159","4:00 PM","5","4-4-1-1","1:1 ","2017"
0,"Huddersfield",1132,"Burnley","Sean Dyche","Premier League",0,"Burnley","23-09-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872167","4:00 PM","6","4-5-1 flat","0:0 ","2017"
1,"Burnley",1132,"Burnley","Sean Dyche","Premier League",0,"Everton","01-10-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872178","3:15 PM","7","4-2-3-1","0:1 ","2017"
1,"West Ham",1132,"Burnley","Sean Dyche","Premier League",1,"Burnley","14-10-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872186","4:00 PM","8","4-2-3-1","1:1 ","2017"
0,"Burnley",1132,"Burnley","Sean Dyche","Premier League",3,"Man City","21-10-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872198","4:00 PM","9","4-1-4-1","3:0 ","2017"
0,"Newcastle",1132,"Burnley","Sean Dyche","Premier League",1,"Burnley","30-10-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872208","9:00 PM","10","4-4-1-1","1:0 ","2017"
1,"Burnley",1132,"Burnley","Sean Dyche","Premier League",0,"Southampton","04-11-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872220","4:00 PM","11","4-1-4-1","0:1 ","2017"
0,"Swansea",1132,"Burnley","Sean Dyche","Premier League",2,"Burnley","18-11-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872228","4:00 PM","12","4-4-1-1","2:0 ","2017"
1,"Arsenal",1132,"Burnley","Sean Dyche","Premier League",0,"Burnley","26-11-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872235","3:00 PM","13","4-2-3-1","0:1 ","2017"
2,"Burnley",1132,"Burnley","Sean Dyche","Premier League",1,"Bournemouth","29-11-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872245","8:45 PM","14","4-2-3-1","1:2 ","2017"
0,"Burnley",1132,"Burnley","Sean Dyche","Premier League",1,"Leicester","02-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872260","4:00 PM","15","4-2-3-1","1:0 ","2017"
0,"Watford",1132,"Burnley","Sean Dyche","Premier League",1,"Burnley","09-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872265","4:00 PM","16","4-2-3-1","1:0 ","2017"
0,"Stoke City",1132,"Burnley","Sean Dyche","Premier League",1,"Burnley","12-12-2017","https://www.transfermarkt.com/spielbericht/index/spielbericht/2872275","8:45 PM","17","4-2-3-1","1:0 ","2017"
